"","GEOID","NAME","variable","estimate","moe","concept","label"
"448","23019","Penobscot County, Maine","B08601_007",272,110,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
"449","23019","Penobscot County, Maine","B08601_008",200,145,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool"
"450","23019","Penobscot County, Maine","B08601_009",118,79,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool"
"451","23019","Penobscot County, Maine","B08601_010",380,129,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)"
"452","23019","Penobscot County, Maine","B08601_011",357,127,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus"
"453","23019","Penobscot County, Maine","B08601_012",19,21,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)"
"454","23019","Penobscot County, Maine","B08601_013",4,7,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated"
"455","23019","Penobscot County, Maine","B08601_014",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad"
"456","23019","Penobscot County, Maine","B08601_015",0,27,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat"
"457","23019","Penobscot County, Maine","B08601_016",129,85,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Taxicab"
"458","23019","Penobscot County, Maine","B08601_017",167,82,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Motorcycle"
"459","23019","Penobscot County, Maine","B08601_018",221,99,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Bicycle"
"460","23019","Penobscot County, Maine","B08601_019",2680,336,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Walked"
"461","23019","Penobscot County, Maine","B08601_020",465,161,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Other means"
"462","23019","Penobscot County, Maine","B08601_021",2971,307,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Worked at home"
"463","23019","Penobscot County, Maine","B08602_001",71447,1125,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"464","23019","Penobscot County, Maine","B08602_002",3141,359,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 a.m. to 4 59 a.m."
"465","23019","Penobscot County, Maine","B08602_003",1491,213,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 00 a.m. to 5 29 a.m."
"466","23019","Penobscot County, Maine","B08602_004",3137,316,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 30 a.m. to 5 59 a.m."
"467","23019","Penobscot County, Maine","B08602_005",5158,424,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 00 a.m. to 6 29 a.m."
"468","23019","Penobscot County, Maine","B08602_006",7799,527,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 30 a.m. to 6 59 a.m."
"469","23019","Penobscot County, Maine","B08602_007",9868,671,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 00 a.m. to 7 29 a.m."
"470","23019","Penobscot County, Maine","B08602_008",12328,761,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 30 a.m. to 7 59 a.m."
"471","23019","Penobscot County, Maine","B08602_009",7445,538,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 00 a.m. to 8 29 a.m."
"472","23019","Penobscot County, Maine","B08602_010",3698,360,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 30 a.m. to 8 59 a.m."
"473","23019","Penobscot County, Maine","B08602_011",3809,391,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!9 00 a.m. to 9 59 a.m."
"474","23019","Penobscot County, Maine","B08602_012",2007,318,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 00 a.m. to 10 59 a.m."
"475","23019","Penobscot County, Maine","B08602_013",1223,272,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!11 00 a.m. to 11 59 a.m."
"476","23019","Penobscot County, Maine","B08602_014",5454,513,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 p.m. to 3 59 p.m."
"477","23019","Penobscot County, Maine","B08602_015",4889,436,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!4 00 p.m. to 11 59 p.m."
"478","23019","Penobscot County, Maine","B08603_001",71447,1125,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"479","23019","Penobscot County, Maine","B08603_002",2932,359,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Less than 5 minutes"
"480","23019","Penobscot County, Maine","B08603_003",9369,664,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 to 9 minutes"
"481","23019","Penobscot County, Maine","B08603_004",11901,783,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 to 14 minutes"
"482","23019","Penobscot County, Maine","B08603_005",12446,783,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!15 to 19 minutes"
"483","23019","Penobscot County, Maine","B08603_006",10620,723,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!20 to 24 minutes"
"484","23019","Penobscot County, Maine","B08603_007",4038,359,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!25 to 29 minutes"
"485","23019","Penobscot County, Maine","B08603_008",8460,532,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!30 to 34 minutes"
"486","23019","Penobscot County, Maine","B08603_009",1614,217,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!35 to 39 minutes"
"487","23019","Penobscot County, Maine","B08603_010",1840,286,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!40 to 44 minutes"
"488","23019","Penobscot County, Maine","B08603_011",4084,366,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!45 to 59 minutes"
"489","23019","Penobscot County, Maine","B08603_012",2621,282,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"490","23019","Penobscot County, Maine","B08603_013",1522,238,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"491","23021","Piscataquis County, Maine","B08601_001",5674,343,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"492","23021","Piscataquis County, Maine","B08601_002",4910,351,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
"493","23021","Piscataquis County, Maine","B08601_003",4398,326,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"494","23021","Piscataquis County, Maine","B08601_004",512,121,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"495","23021","Piscataquis County, Maine","B08601_005",419,118,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"496","23021","Piscataquis County, Maine","B08601_006",78,37,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"497","23021","Piscataquis County, Maine","B08601_007",6,7,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
"498","23021","Piscataquis County, Maine","B08601_008",5,7,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool"
"499","23021","Piscataquis County, Maine","B08601_009",4,5,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool"
"500","23021","Piscataquis County, Maine","B08601_010",0,18,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)"
"501","23021","Piscataquis County, Maine","B08601_011",0,18,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus"
"502","23021","Piscataquis County, Maine","B08601_012",0,18,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)"
"503","23021","Piscataquis County, Maine","B08601_013",0,18,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated"
"504","23021","Piscataquis County, Maine","B08601_014",0,18,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad"
"505","23021","Piscataquis County, Maine","B08601_015",0,18,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat"
"506","23021","Piscataquis County, Maine","B08601_016",0,18,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Taxicab"
"507","23021","Piscataquis County, Maine","B08601_017",13,10,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Motorcycle"
"508","23021","Piscataquis County, Maine","B08601_018",6,7,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Bicycle"
"509","23021","Piscataquis County, Maine","B08601_019",275,98,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Walked"
"510","23021","Piscataquis County, Maine","B08601_020",57,25,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Other means"
"511","23021","Piscataquis County, Maine","B08601_021",413,100,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Worked at home"
"512","23021","Piscataquis County, Maine","B08602_001",5261,340,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"513","23021","Piscataquis County, Maine","B08602_002",382,90,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 a.m. to 4 59 a.m."
"514","23021","Piscataquis County, Maine","B08602_003",198,76,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 00 a.m. to 5 29 a.m."
"515","23021","Piscataquis County, Maine","B08602_004",335,74,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 30 a.m. to 5 59 a.m."
"516","23021","Piscataquis County, Maine","B08602_005",467,124,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 00 a.m. to 6 29 a.m."
"517","23021","Piscataquis County, Maine","B08602_006",677,128,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 30 a.m. to 6 59 a.m."
"518","23021","Piscataquis County, Maine","B08602_007",735,136,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 00 a.m. to 7 29 a.m."
"519","23021","Piscataquis County, Maine","B08602_008",794,117,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 30 a.m. to 7 59 a.m."
"520","23021","Piscataquis County, Maine","B08602_009",383,91,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 00 a.m. to 8 29 a.m."
"521","23021","Piscataquis County, Maine","B08602_010",224,65,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 30 a.m. to 8 59 a.m."
"522","23021","Piscataquis County, Maine","B08602_011",228,71,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!9 00 a.m. to 9 59 a.m."
"523","23021","Piscataquis County, Maine","B08602_012",102,45,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 00 a.m. to 10 59 a.m."
"524","23021","Piscataquis County, Maine","B08602_013",61,32,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!11 00 a.m. to 11 59 a.m."
"525","23021","Piscataquis County, Maine","B08602_014",388,85,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 p.m. to 3 59 p.m."
"526","23021","Piscataquis County, Maine","B08602_015",287,84,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!4 00 p.m. to 11 59 p.m."
"527","23021","Piscataquis County, Maine","B08603_001",5261,340,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"528","23021","Piscataquis County, Maine","B08603_002",753,161,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Less than 5 minutes"
"529","23021","Piscataquis County, Maine","B08603_003",1206,202,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 to 9 minutes"
"530","23021","Piscataquis County, Maine","B08603_004",711,113,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 to 14 minutes"
"531","23021","Piscataquis County, Maine","B08603_005",560,103,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!15 to 19 minutes"
"532","23021","Piscataquis County, Maine","B08603_006",472,89,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!20 to 24 minutes"
"533","23021","Piscataquis County, Maine","B08603_007",293,74,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!25 to 29 minutes"
"534","23021","Piscataquis County, Maine","B08603_008",471,98,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!30 to 34 minutes"
"535","23021","Piscataquis County, Maine","B08603_009",99,45,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!35 to 39 minutes"
"536","23021","Piscataquis County, Maine","B08603_010",131,60,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!40 to 44 minutes"
"537","23021","Piscataquis County, Maine","B08603_011",260,91,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!45 to 59 minutes"
"538","23021","Piscataquis County, Maine","B08603_012",190,56,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"539","23021","Piscataquis County, Maine","B08603_013",115,38,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"540","23023","Sagadahoc County, Maine","B08601_001",16620,777,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"541","23023","Sagadahoc County, Maine","B08601_002",14491,748,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
"542","23023","Sagadahoc County, Maine","B08601_003",11660,634,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"543","23023","Sagadahoc County, Maine","B08601_004",2831,376,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"544","23023","Sagadahoc County, Maine","B08601_005",1689,271,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"545","23023","Sagadahoc County, Maine","B08601_006",302,102,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"546","23023","Sagadahoc County, Maine","B08601_007",224,68,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
"547","23023","Sagadahoc County, Maine","B08601_008",173,91,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool"
"548","23023","Sagadahoc County, Maine","B08601_009",443,131,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool"
"549","23023","Sagadahoc County, Maine","B08601_010",25,22,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)"
"550","23023","Sagadahoc County, Maine","B08601_011",21,22,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus"
"551","23023","Sagadahoc County, Maine","B08601_012",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)"
"552","23023","Sagadahoc County, Maine","B08601_013",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated"
"553","23023","Sagadahoc County, Maine","B08601_014",0,24,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad"
"554","23023","Sagadahoc County, Maine","B08601_015",4,5,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat"
"555","23023","Sagadahoc County, Maine","B08601_016",12,19,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Taxicab"
"556","23023","Sagadahoc County, Maine","B08601_017",139,87,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Motorcycle"
"557","23023","Sagadahoc County, Maine","B08601_018",25,28,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Bicycle"
"558","23023","Sagadahoc County, Maine","B08601_019",662,229,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Walked"
"559","23023","Sagadahoc County, Maine","B08601_020",97,55,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Other means"
"560","23023","Sagadahoc County, Maine","B08601_021",1169,236,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Worked at home"
"561","23023","Sagadahoc County, Maine","B08602_001",15451,771,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"562","23023","Sagadahoc County, Maine","B08602_002",430,127,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 a.m. to 4 59 a.m."
"563","23023","Sagadahoc County, Maine","B08602_003",717,228,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 00 a.m. to 5 29 a.m."
"564","23023","Sagadahoc County, Maine","B08602_004",1251,223,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 30 a.m. to 5 59 a.m."
"565","23023","Sagadahoc County, Maine","B08602_005",2140,331,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 00 a.m. to 6 29 a.m."
"566","23023","Sagadahoc County, Maine","B08602_006",2403,344,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!6 30 a.m. to 6 59 a.m."
"567","23023","Sagadahoc County, Maine","B08602_007",1645,251,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 00 a.m. to 7 29 a.m."
"568","23023","Sagadahoc County, Maine","B08602_008",1309,219,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!7 30 a.m. to 7 59 a.m."
"569","23023","Sagadahoc County, Maine","B08602_009",1422,269,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 00 a.m. to 8 29 a.m."
"570","23023","Sagadahoc County, Maine","B08602_010",611,140,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!8 30 a.m. to 8 59 a.m."
"571","23023","Sagadahoc County, Maine","B08602_011",668,199,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!9 00 a.m. to 9 59 a.m."
"572","23023","Sagadahoc County, Maine","B08602_012",504,175,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 00 a.m. to 10 59 a.m."
"573","23023","Sagadahoc County, Maine","B08602_013",136,99,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!11 00 a.m. to 11 59 a.m."
"574","23023","Sagadahoc County, Maine","B08602_014",1418,279,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!12 00 p.m. to 3 59 p.m."
"575","23023","Sagadahoc County, Maine","B08602_015",797,194,"TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!4 00 p.m. to 11 59 p.m."
"576","23023","Sagadahoc County, Maine","B08603_001",15451,771,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"577","23023","Sagadahoc County, Maine","B08603_002",744,206,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Less than 5 minutes"
"578","23023","Sagadahoc County, Maine","B08603_003",1933,305,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!5 to 9 minutes"
"579","23023","Sagadahoc County, Maine","B08603_004",2082,333,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!10 to 14 minutes"
"580","23023","Sagadahoc County, Maine","B08603_005",2233,307,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!15 to 19 minutes"
"581","23023","Sagadahoc County, Maine","B08603_006",1938,312,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!20 to 24 minutes"
"582","23023","Sagadahoc County, Maine","B08603_007",738,161,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!25 to 29 minutes"
"583","23023","Sagadahoc County, Maine","B08603_008",1474,255,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!30 to 34 minutes"
"584","23023","Sagadahoc County, Maine","B08603_009",526,142,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!35 to 39 minutes"
"585","23023","Sagadahoc County, Maine","B08603_010",633,156,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!40 to 44 minutes"
"586","23023","Sagadahoc County, Maine","B08603_011",1537,266,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!45 to 59 minutes"
"587","23023","Sagadahoc County, Maine","B08603_012",1141,240,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!60 to 89 minutes"
"588","23023","Sagadahoc County, Maine","B08603_013",472,168,"TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!90 or more minutes"
"589","23025","Somerset County, Maine","B08601_001",18705,712,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total"
"590","23025","Somerset County, Maine","B08601_002",16877,715,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van"
"591","23025","Somerset County, Maine","B08601_003",15471,680,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Drove alone"
"592","23025","Somerset County, Maine","B08601_004",1406,231,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled"
"593","23025","Somerset County, Maine","B08601_005",1176,207,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"594","23025","Somerset County, Maine","B08601_006",147,81,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"595","23025","Somerset County, Maine","B08601_007",47,26,"MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool"
